DateTime,Week-ahead Forecast [MW],Day-ahead forecast [MW],Most recent forecast [MW],Measured & upscaled [MW],Monitored Capacity [MW],Day-ahead forecast (11h00) [MW]
01/07/2020 16:15,82.9,1400.34,1451.79,1570.58,2011.45,1440.8
01/07/2020 16:30,91.89,1439.08,1510.11,1572.46,2011.45,1481.9
01/07/2020 16:45,95.22,1458.24,1532.59,1582.12,2011.45,1458.65
01/07/2020 17:00,101.52,1495.77,1537.53,1577.36,2011.45,1437.44
01/07/2020 17:15,100.72,1529.98,1564.41,1582.32,2011.45,1521.12
01/07/2020 17:30,98.79,1467.68,1580.16,1575.86,2011.45,1559.81
01/07/2020 17:45,98.96,1474.88,1583.22,1569.45,2011.45,1567.17
01/07/2020 18:00,98.54,1523.86,1582.18,1551.88,2011.45,1590.14
01/07/2020 18:15,100.05,1580.01,1589.43,1547.71,2011.45,1591.71
01/07/2020 18:30,109.15,1620.41,1601.47,1545.79,2011.45,1570.84
01/07/2020 18:45,110.2,1608.87,1612.22,1520.39,2011.45,1584.49
01/07/2020 19:00,109.81,1588.98,1635.92,1493.27,2011.45,1566.74
01/07/2020 19:15,112.64,1584.58,1666.55,1509.84,2011.45,1550.39
01/07/2020 19:30,114.7,1570.58,1653.96,1539.68,2011.45,1529.4
01/07/2020 19:45,121.7,1571.08,1640.16,1547.52,2011.45,1541.68
01/07/2020 20:00,125.55,1560.83,1501.55,1530.58,2011.45,1500.42
01/07/2020 20:15,142.62,1558.93,1516.19,1517.44,2011.45,1510.34
01/07/2020 20:30,147.15,1570.5,1514.8,1509.1,2011.45,1546.27
01/07/2020 20:45,140.64,1544.48,1510.56,1523.18,2011.45,1558.23
01/07/2020 21:00,145.57,1545.19,1502.65,1509.62,2011.45,1528.18
01/07/2020 21:15,152.25,1521.85,1496.46,1498.46,2011.45,1490.48
01/07/2020 21:30,161.21,1461.73,1479.59,1476.45,2011.45,1479.94
01/07/2020 21:45,174.29,1453.94,1480.32,1449.54,2011.45,1418.65
01/07/2020 22:00,179.43,1440.3,1471.12,1429.11,2011.45,1377.76
01/07/2020 22:15,183.89,1422.51,1471.92,1370.8,2011.45,1382.12
01/07/2020 22:30,186.66,1399.56,1478.58,1335.09,2011.45,1416.9
01/07/2020 22:45,192.33,1397.18,1469.97,1297.41,2011.45,1439.58
01/07/2020 23:00,195.2,1415.1,1473.36,1226.19,2011.45,1437.9
01/07/2020 23:15,196.28,1436.26,1478.47,1203.78,2011.45,1446.4
01/07/2020 23:30,205.53,1434.6,1440.79,1188.24,2011.45,1440.44
01/07/2020 23:45,210.04,1435.23,1408.03,1151.22,2011.45,1464.73
02/07/2020 00:00,401.82,1376.68,1409.94,1102.56,2011.45,1373.92
02/07/2020 00:15,454.15,1384.11,1399.47,1029.8,2011.45,1375.42
02/07/2020 00:30,479,1381.55,1384.23,1030.16,2011.45,1385.23
02/07/2020 00:45,496.37,1397.37,1384.98,1015.94,2011.45,1399.49
02/07/2020 01:00,515.87,1380.81,1366.19,985.88,2011.45,1412.41
02/07/2020 01:15,531.85,1374.79,1361.76,1004.38,2011.45,1416.28
02/07/2020 01:30,548.41,1372.79,1355.26,1062.92,2011.45,1409.26
02/07/2020 01:45,569.14,1360.15,1341.97,1074.36,2011.45,1409.05
02/07/2020 02:00,583.9,1345.42,1044.9,1073.83,2011.45,1391.61
02/07/2020 02:15,613.93,1314.71,1051.07,1055.32,2011.45,1377.28
02/07/2020 02:30,634.81,1313.27,1077.36,1023.66,2011.45,1347.52
02/07/2020 02:45,646.48,1306.77,1098.57,971.75,2011.45,1321.31
02/07/2020 03:00,646.81,1294.47,1119.04,932.91,2011.45,1291.71
02/07/2020 03:15,669.38,1283.15,1129.24,945.55,2011.45,1277.21
02/07/2020 03:30,689.35,1281.1,1143.81,995.83,2011.45,1255.95
02/07/2020 03:45,687.64,1284.27,1158.97,1047.9,2011.45,1228.13
02/07/2020 04:00,684.97,1250.38,1172.85,1074.74,2011.45,1184.68
02/07/2020 04:15,680.64,1219.35,1178.95,1024.65,2011.45,1145.89
02/07/2020 04:30,674.3,1175.24,1171.45,937.88,2011.45,1097.9
02/07/2020 04:45,656.69,1141.92,1143.17,935.71,2011.45,1065.1
02/07/2020 05:00,628.92,1129.08,1107.07,975.85,2011.45,1086.35
02/07/2020 05:15,599.33,1104.19,1093.62,982.4,2011.45,1104.44
02/07/2020 05:30,577.46,1076.57,1092.47,962.89,2011.45,1110.84
02/07/2020 05:45,598.91,1057.11,1054.37,962.93,2011.45,1099.71
02/07/2020 06:00,603.42,1034.02,1035.97,914.75,2011.45,1120.67
02/07/2020 06:15,629.22,996.05,982.47,870.7,2011.45,1135.64
02/07/2020 06:30,652.02,959.88,969.83,852.28,2011.45,1121.41
02/07/2020 06:45,670.97,923.46,905.48,827.6,2011.45,1122.05
02/07/2020 07:00,698.11,910.81,856.38,793.85,2011.45,1132.28
02/07/2020 07:15,714.88,927.57,828.95,725.04,2011.45,1120.49
02/07/2020 07:30,733.55,948.69,812.56,696.33,2011.45,1101.42
02/07/2020 07:45,715.6,959.16,777.2,657.36,2011.45,1085.99
02/07/2020 08:00,702.53,955.08,539.42,620.94,2011.45,1095.68
02/07/2020 08:15,695.43,927.65,537.5,593.34,2011.45,1099.68
02/07/2020 08:30,704.87,908.65,540.43,547.62,2011.45,1093.61
02/07/2020 08:45,730.99,881.88,540.85,694.06,2011.45,1082.24
02/07/2020 09:00,771.8,864.06,541.81,785.52,2011.45,1079.86
02/07/2020 09:15,806.64,854.7,539.76,771.94,2011.45,1093.57
02/07/2020 09:30,818.97,842.79,540.67,786.79,2011.45,1086.73
02/07/2020 09:45,820.11,817.49,549.32,770.84,2011.45,1066.39
02/07/2020 10:00,822.91,780.58,558.72,791.24,2011.45,1049.92
02/07/2020 10:15,823.41,738.37,577.05,748.56,2011.45,1034.12
02/07/2020 10:30,823.57,700.57,600.36,626.71,2011.45,1002.1
02/07/2020 10:45,836.99,674.32,635.88,597.94,2011.45,974.8
02/07/2020 11:00,849.3,694.08,680.69,638.94,2011.45,939.97
02/07/2020 11:15,855.33,737.85,715.53,641.44,2011.45,902.59
02/07/2020 11:30,859.63,777.13,725.73,780.34,2011.45,877.53
02/07/2020 11:45,864.04,805.39,739.95,877.49,2011.45,866.49
02/07/2020 12:00,868.68,808.88,739.16,831.28,2011.45,854.97
02/07/2020 12:15,886.53,764.99,721.67,826.26,2011.45,849.47
02/07/2020 12:30,915.61,758.01,700.37,875.54,2011.45,839.74
02/07/2020 12:45,928.61,786.16,668.25,918.44,2011.45,794.55
02/07/2020 13:00,933.81,808.64,659.83,940.66,2011.45,771.55
02/07/2020 13:15,941.92,827.27,680.64,970.06,2011.45,740.44
02/07/2020 13:30,974.63,903.18,784.98,949.81,2011.45,734.02
02/07/2020 13:45,981.63,911.3,943.77,1013.66,2011.45,780.06
02/07/2020 14:00,965.01,988.98,842.67,1029.44,2011.45,884.35
02/07/2020 14:15,994.06,1066.28,888.18,1010.12,2011.45,1024.96
02/07/2020 14:30,1011.96,1106.72,972.68,988.92,2011.45,1160.68
02/07/2020 14:45,1031.14,1171.12,1068.22,1129.02,2011.45,1186.31
02/07/2020 15:00,1056.93,1248.89,1163.5,1161.62,2011.45,1287.66
02/07/2020 15:15,1076.36,1330.63,1250.46,1267.24,2011.45,1358.31
02/07/2020 15:30,1108.63,1388.86,1298.32,1380.7,2011.45,1349.72
02/07/2020 15:45,1098.14,1485.15,1321.96,1444.52,2011.45,1403.05
02/07/2020 16:00,1111.36,1564.2,1367.93,1421.67,2011.45,1498.04
02/07/2020 16:15,1146.48,1583.12,1452.74,1456.14,2011.45,1510.58
02/07/2020 16:30,1175.53,1626.43,1542.74,1481.56,2011.45,1571.83
02/07/2020 16:45,1193.89,1568.23,1569.39,1603.22,2011.45,1564.88
02/07/2020 17:00,1179.24,1475.6,1581.52,1598.64,2011.45,1568.45
02/07/2020 17:15,1169.71,1422.31,1559.63,1515.95,2011.45,1556.86
02/07/2020 17:30,1151.86,1500.39,1563.68,1413.2,2011.45,1533.76
02/07/2020 17:45,1148.23,1547.51,1553.76,1432.18,2011.45,1566.74
02/07/2020 18:00,1187.07,1534.7,1569.21,1469.38,2011.45,1598.48
02/07/2020 18:15,1189.77,1587.33,1508.91,1459.28,2011.45,1527.7
02/07/2020 18:30,1192.83,1587.84,1441.45,1517.08,2011.45,1391.31
02/07/2020 18:45,1206.09,1588.25,1404.88,1503.85,2011.45,1226.21
02/07/2020 19:00,1229.17,1576.5,1395,1489.1,2011.45,1210.63
02/07/2020 19:15,1245.09,1545.72,1363.94,1439.21,2011.45,1223.22
02/07/2020 19:30,1248.27,1451.78,1287.22,1345.16,2011.45,1265.71
02/07/2020 19:45,1262.27,1375.19,1242.82,1273.01,2011.45,1180.93
02/07/2020 20:00,1300.6,1304.43,1049.93,1304.95,2011.45,911.29
02/07/2020 20:15,1300.45,1231.36,1044.87,1282.87,2011.45,741.73
02/07/2020 20:30,1275.05,1305.25,1044.09,1301.56,2011.45,636.72
02/07/2020 20:45,1273.49,1233.54,1040.48,1276.66,2011.45,503.71
02/07/2020 21:00,1273.5,896.82,1038.29,1274.9,2011.45,372
02/07/2020 21:15,1264.17,680.14,1028.9,1261.01,2011.45,265.83
02/07/2020 21:30,1265.22,648.9,1024.39,1238.78,2011.45,201.1
02/07/2020 21:45,1233.35,644.97,1014.61,1255.09,2011.45,165.1
02/07/2020 22:00,1220.08,702,1008.85,1264.41,2011.45,139.64
02/07/2020 22:15,1171.62,755.77,988.39,1200.5,2011.45,99.93
02/07/2020 22:30,1164.37,745.06,969.36,1073.68,2011.45,93.18
02/07/2020 22:45,1156.06,648.14,935.31,973.59,2011.45,94.51
02/07/2020 23:00,1185.83,524.37,905.32,889.22,2011.45,94.43
02/07/2020 23:15,1212.11,440.34,849.65,811.57,2011.45,85.24
02/07/2020 23:30,1193.03,382.42,787.24,725.25,2011.45,73.57
02/07/2020 23:45,1187.74,296.73,687.4,660.15,2011.45,61.1
03/07/2020 00:00,689.26,382.89,569.51,580.02,2011.45,187.21
03/07/2020 00:15,684.59,324.27,459.56,481.21,2011.45,169
03/07/2020 00:30,728.6,255.88,345.23,386.03,2011.45,143.04
03/07/2020 00:45,737.27,192.72,238.25,295.54,2011.45,106.71
03/07/2020 01:00,728.06,139.29,169.95,217.86,2011.45,82.26
03/07/2020 01:15,728.24,96.09,119.82,186.75,2011.45,63.88
03/07/2020 01:30,736.49,69.89,98.34,183.17,2011.45,61.76
03/07/2020 01:45,773.02,63.74,87.33,197.21,2011.45,60.8
03/07/2020 02:00,789.96,61.38,128.66,180.59,2011.45,59.78
03/07/2020 02:15,777.57,60.47,106.1,178.11,2011.45,59.02
03/07/2020 02:30,757.77,59.69,98.95,178.44,2011.45,58.4
03/07/2020 02:45,735.45,59.03,93.7,154.41,2011.45,58.06
03/07/2020 03:00,728.26,58.56,97.79,138.39,2011.45,58.2
03/07/2020 03:15,709.61,57.97,89.75,134.63,2011.45,57.91
03/07/2020 03:30,679.12,57.31,78.05,138.04,2011.45,57.38
03/07/2020 03:45,668.5,56.68,75.6,141.59,2011.45,56.8
03/07/2020 04:00,627.5,56.1,80.91,134.82,2011.45,56.08
03/07/2020 04:15,609.49,55.43,78.97,119.99,2011.45,55.35
03/07/2020 04:30,605.52,54.72,77.2,116.64,2011.45,60.44
03/07/2020 04:45,602.9,59.42,75.17,116.63,2011.45,66.06
03/07/2020 05:00,590.37,66.61,74.25,114.1,2011.45,74.14
03/07/2020 05:15,569.03,97.11,73.95,120.52,2011.45,98.42
03/07/2020 05:30,549.19,165.65,74.18,120.64,2011.45,138.83
03/07/2020 05:45,537.99,235.13,76.65,128.54,2011.45,175.8
03/07/2020 06:00,536.88,294.76,76.64,142.79,2011.45,236.93
03/07/2020 06:15,538.24,330.43,82.27,141.77,2011.45,330.07
03/07/2020 06:30,540.03,365.88,85.67,135.81,2011.45,415.62
03/07/2020 06:45,541.71,418.22,96.58,130.58,2011.45,461.15
03/07/2020 07:00,538.73,473.14,133.47,129.79,2011.45,507.88
03/07/2020 07:15,540.46,525.61,191.91,161.76,2011.45,544.74
03/07/2020 07:30,547.8,571.02,279.78,194.28,2011.45,568.07
03/07/2020 07:45,543.05,630.24,381.17,214.92,2011.45,598.1
03/07/2020 08:00,539.34,668.19,357.13,238.06,2011.45,631.26
03/07/2020 08:15,526.38,706.63,385.17,290.68,2011.45,646.16
03/07/2020 08:30,542,730.69,434.98,354,2011.45,640.58
03/07/2020 08:45,543.27,729.3,491.04,441.5,2011.45,618.61
03/07/2020 09:00,538.01,716.02,535.01,469.92,2011.45,614.94
03/07/2020 09:15,527.89,722.54,597.26,492.33,2011.45,636.74
03/07/2020 09:30,515.45,753.71,662.44,476.61,2011.45,662.15
03/07/2020 09:45,485.49,778.42,722,432.5,2011.45,697.38
03/07/2020 10:00,496.53,810.4,765.24,430.85,2011.45,742.89
03/07/2020 10:15,503.43,849.47,814.14,493.42,2011.45,777.62
03/07/2020 10:30,521.36,904.59,856.44,627.96,2011.45,823.68
03/07/2020 10:45,531.73,951.1,907.01,698.04,2011.45,905.81
03/07/2020 11:00,529.24,1003.36,935.2,660.75,2011.45,1010.58
03/07/2020 11:15,532.36,1089.14,975.84,673.12,2011.45,1077.06
03/07/2020 11:30,524.11,1166.76,1040.66,690.06,2011.45,1088
03/07/2020 11:45,523.42,1208.65,1110.26,739.93,2011.45,1099.84
03/07/2020 12:00,521.12,1252.76,1182.75,893.76,2011.45,1125.86
03/07/2020 12:15,518.28,1287.82,1285.1,1103.93,2011.45,1164.6
03/07/2020 12:30,525.09,1295.55,1362.52,1218.01,2011.45,1246.99
03/07/2020 12:45,534.41,1331.15,1444.13,1321.74,2011.45,1332.6
03/07/2020 13:00,546.23,1361.38,1480.01,1402.99,2011.45,1419.94
03/07/2020 13:15,554.4,1403.91,1537.2,1486.41,2011.45,1474.05
03/07/2020 13:30,579.4,1455.73,1551.91,1540.31,2011.45,1505.69
03/07/2020 13:45,595.94,1526.75,1592.57,1558.32,2011.45,1529.47
03/07/2020 14:00,611.82,1576.19,1527.63,1573.32,2011.45,1564.82
03/07/2020 14:15,638.48,1611.94,1546.31,1580.75,2011.45,1580.46
03/07/2020 14:30,665.82,1611.85,1572.67,1605.3,2011.45,1595.75
03/07/2020 14:45,669.85,1634.1,1634.95,1631.65,2011.45,1599.18
03/07/2020 15:00,700.22,1660.56,1645.69,1615.53,2011.45,1581.9
03/07/2020 15:15,737.42,1666.76,1684.46,1619.42,2011.45,1618.22
03/07/2020 15:30,747.63,1671.17,1684.65,1626.64,2011.45,1648.26
03/07/2020 15:45,756.24,1716.93,1687.63,1646.82,2011.45,1686.99
03/07/2020 16:00,767.06,1708.86,1690.58,1651.96,2011.45,1698.9
03/07/2020 16:15,785.91,1719.71,1695.06,1633.25,2011.45,1699.02
03/07/2020 16:30,810.88,1716.26,1700.61,1640.21,2011.45,1702.19
03/07/2020 16:45,822.39,1720.57,1697.26,1641.65,2011.45,1708.2
03/07/2020 17:00,868.44,1720.88,1693.14,1645.97,2011.45,1703.14
03/07/2020 17:15,890.42,1712.76,1698.86,1646.51,2011.45,1710.19
03/07/2020 17:30,919.55,1719.45,1696.53,1650.38,2011.45,1706.7
03/07/2020 17:45,943.86,1712.12,1703.48,1660.54,2011.45,1711.49
03/07/2020 18:00,974.44,1718.42,1703.27,1662.41,2011.45,1706.01
03/07/2020 18:15,1005.76,1716.92,1704,1666.8,2011.45,1711.02
03/07/2020 18:30,1037.46,1704.43,1701.92,1667.85,2011.45,1708.09
03/07/2020 18:45,1088.56,1715.87,1705.2,1664.35,2011.45,1704.95
03/07/2020 19:00,1095.4,1704.85,1702.4,1666.36,2011.45,1699.47
03/07/2020 19:15,1094.44,1711,1699.74,1661.16,2011.45,1696.84
03/07/2020 19:30,1118.75,1702.64,1696.83,1672.87,2011.45,1699.64
03/07/2020 19:45,1117.27,1707.82,1703.18,1648.98,2011.45,1698.52
03/07/2020 20:00,1149.61,1702.71,1706.73,1651.84,2011.45,1695.21
03/07/2020 20:15,1143.24,1689.91,1705.61,1642.67,2011.45,1693.64
03/07/2020 20:30,1141.42,1698.35,1699.4,1640.23,2011.45,1697.76
03/07/2020 20:45,1123.93,1693.24,1698.79,1635.32,2011.45,1694.7
03/07/2020 21:00,1106.13,1693.01,1690.15,1647.3,2011.45,1689.15
03/07/2020 21:15,1105.07,1689.98,1689.02,1643.68,2011.45,1685.86
03/07/2020 21:30,1072.17,1696.59,1692.75,1627.7,2011.45,1693.87
03/07/2020 21:45,1063.08,1690.41,1684.81,1621.56,2011.45,1689.74
03/07/2020 22:00,1033.68,1696.05,1675.82,1619.33,2011.45,1688.85
03/07/2020 22:15,1019.99,1696.23,1673.76,1619.77,2011.45,1691.06
03/07/2020 22:30,994.68,1689.71,1678.26,1620.66,2011.45,1691.64
03/07/2020 22:45,976.24,1698.01,1678.48,1623.92,2011.45,1689.15
03/07/2020 23:00,972.04,1693.25,1688.98,1619.05,2011.45,1686.34
03/07/2020 23:15,976.84,1693.02,1693.23,1620.12,2011.45,1683.05
03/07/2020 23:30,968.43,1698.37,1692.12,1619.02,2011.45,1688.37
03/07/2020 23:45,942.17,1698.92,1696.21,1619.66,2011.45,1701.14
04/07/2020 00:00,1127,1685.97,1693.67,1613.25,2011.45,1687.48
04/07/2020 00:15,1165.89,1690.17,1696.24,1612.83,2011.45,1693.77
04/07/2020 00:30,1180.81,1686.4,1697.79,1617.42,2011.45,1688
04/07/2020 00:45,1167.88,1690.24,1696.03,1622.79,2011.45,1690.88
04/07/2020 01:00,1166.86,1683.35,1683.53,1624.75,2011.45,1687.06
04/07/2020 01:15,1162.59,1692.05,1681.89,1631.8,2011.45,1681.59
04/07/2020 01:30,1177.02,1684.15,1678.53,1629.14,2011.45,1676.17
04/07/2020 01:45,1171.42,1691.44,1688.17,1630.93,2011.45,1689.27
04/07/2020 02:00,1198.18,1689.68,1682.81,1636.74,2011.45,1680.81
04/07/2020 02:15,1184.72,1685.83,1675.12,1638.99,2011.45,1688.31
04/07/2020 02:30,1208.46,1689.27,1685.32,1654.12,2011.45,1685.07
04/07/2020 02:45,1199.38,1687.02,1679.13,1665.08,2011.45,1686.55
04/07/2020 03:00,1197.51,1691.54,1688.53,1679.68,2011.45,1689.9
04/07/2020 03:15,1208.29,1692.01,1680.29,1681.22,2011.45,1687.67
04/07/2020 03:30,1211.42,1685.1,1689.52,1684.45,2011.45,1680.81
04/07/2020 03:45,1239.75,1682.73,1695.97,1683.61,2011.45,1687.59
04/07/2020 04:00,1242.38,1689.16,1705.26,1683.77,2011.45,1688.47
04/07/2020 04:15,1235.15,1691.26,1698.21,1694.77,2011.45,1687.98
04/07/2020 04:30,1241.35,1685.7,1699.35,1694.38,2011.45,1689.32
04/07/2020 04:45,1243.9,1693.32,1703.21,1705.75,2011.45,1685.93
04/07/2020 05:00,1248.65,1687.47,1716.89,1706.24,2011.45,1689.38
04/07/2020 05:15,1248.8,1697.94,1713,1703.31,2011.45,1684.26
04/07/2020 05:30,1237.3,1694.41,1708.91,1693.86,2011.45,1692.33
04/07/2020 05:45,1248.31,1699.52,1711.06,1690.87,2011.45,1691.59
04/07/2020 06:00,1254.18,1702.93,1728.62,1686.85,2011.45,1688.94
04/07/2020 06:15,1263.24,1705.2,1727.78,1689.55,2011.45,1690.83
04/07/2020 06:30,1269.81,1705.75,1723.39,1690.33,2011.45,1686.02
04/07/2020 06:45,1276.63,1699.56,1722.46,1681.86,2011.45,1695.07
04/07/2020 07:00,1289.29,1710.79,1738.59,1673.5,2011.45,1685.52
04/07/2020 07:15,1315.08,1709.9,1734.56,1662.06,2011.45,1692.9
04/07/2020 07:30,1316.35,1709.81,1731.89,1663.97,2011.45,1693.13
04/07/2020 07:45,1323.32,1714.79,1729.25,1659.32,2011.45,1695.04
04/07/2020 08:00,1340.96,1719.71,1738.9,1657.01,2011.45,1698.49
04/07/2020 08:15,1340.83,1722.95,1740.55,1660.49,2011.45,1706.99
04/07/2020 08:30,1337.52,1719.53,1731.31,1664.22,2011.45,1709.98
04/07/2020 08:45,1369.51,1724.37,1739.68,1663.68,2011.45,1712.81
04/07/2020 09:00,1387.67,1727.72,1732.78,1675.05,2011.45,1710.8
04/07/2020 09:15,1383.82,1717.03,1724.93,1674.87,2011.45,1715.05
04/07/2020 09:30,1387.39,1730.49,1731.71,1676.87,2011.45,1719.4
04/07/2020 09:45,1355.26,1733.15,1740.83,1678.56,2011.45,1720.23
04/07/2020 10:00,1325.36,1723.78,1740.55,1673.22,2011.45,1719.11
04/07/2020 10:15,1323.4,1730.61,1742.82,1669.46,2011.45,1720.16
04/07/2020 10:30,1346.5,1730.26,1737.1,1677.98,2011.45,1720.85
04/07/2020 10:45,1366.04,1726.62,1750.68,1682.87,2011.45,1725.57
04/07/2020 11:00,1362.88,1736.42,1753.02,1680.67,2011.45,1728.02
04/07/2020 11:15,1400.62,1727.79,1745.24,1687.76,2011.45,1728.97
04/07/2020 11:30,1428.54,1744.72,1749.41,1680.13,2011.45,1732.11
04/07/2020 11:45,1435.94,1743.08,1752.31,1683.64,2011.45,1725.3
04/07/2020 12:00,1437.82,1733.05,1740.3,1668.64,2011.45,1733.44
04/07/2020 12:15,1446.59,1742.82,1745.21,1678.92,2011.45,1739.87
04/07/2020 12:30,1467.12,1750.53,1752.96,1674.87,2011.45,1730.92
04/07/2020 12:45,1480.7,1741.19,1756.93,1679.4,2011.45,1741.8
04/07/2020 13:00,1496.6,1756.74,1753.82,1696.22,2011.45,1748.72
04/07/2020 13:15,1510.77,1745.19,1754.89,1684.73,2011.45,1750.3
04/07/2020 13:30,1521.47,1749.47,1755.96,1695.15,2011.45,1745.35
04/07/2020 13:45,1530.93,1751.86,1762.4,1702.25,2011.45,1745.36
04/07/2020 14:00,1543.23,1752.61,1756.96,1697.64,2011.45,1751.55
04/07/2020 14:15,1543.75,1750.97,1757.31,1692.83,2011.45,1752.76
04/07/2020 14:30,1534.37,1758.98,1760.91,1704.92,2011.45,1757.36
04/07/2020 14:45,1535.46,1749.99,1764.81,1719.79,2011.45,1756.29
04/07/2020 15:00,1545.18,1759.56,1759.96,1722.47,2011.45,1751.03
04/07/2020 15:15,1540.41,1749.07,1754.87,1728.26,2011.45,1748.05
04/07/2020 15:30,1549.09,1755.7,1770.28,1728.06,2011.45,1742.6
04/07/2020 15:45,1569,1751.19,1760.66,1732.23,2011.45,1753.12
04/07/2020 16:00,1574.46,1753.34,1759.21,1739.51,2011.45,1751.21
04/07/2020 16:15,1571.73,1745.58,1771.54,1736.55,2011.45,1736.3
04/07/2020 16:30,1570.91,1749.17,1768.45,1721.89,2011.45,1740.66
04/07/2020 16:45,1585.79,1746.66,1774.39,1740.02,2011.45,1740.1
04/07/2020 17:00,1598.86,1746.52,1760.97,1745.41,2011.45,1737.38
04/07/2020 17:15,1596.52,1737.84,1764.05,1718.93,2011.45,1729.3
04/07/2020 17:30,1589.81,1741.87,1768.74,1731.03,2011.45,1723.01
04/07/2020 17:45,1591.82,1734.42,1751.22,1725.74,2011.45,1731.15
04/07/2020 18:00,1596.04,1739.71,1760.66,1718.74,2011.45,1727.91
04/07/2020 18:15,1598.74,1729.32,1756.1,1702.44,2011.45,1732.89
04/07/2020 18:30,1595.83,1731.3,1757.2,1699.45,2011.45,1727.88
04/07/2020 18:45,1594,1726.3,1753.63,1707.88,2011.45,1723.27
04/07/2020 19:00,1589.79,1721.38,1762.53,1722.22,2011.45,1724.21
04/07/2020 19:15,1599.5,1729.85,1764.23,1719.4,2011.45,1731.27
04/07/2020 19:30,1587.49,1723.61,1758.21,1721.94,2011.45,1725.24
04/07/2020 19:45,1587.38,1727.1,1755.67,1707.19,2011.45,1728.24
04/07/2020 20:00,1580.51,1725.26,1751.72,1686.8,2011.45,1719.2
04/07/2020 20:15,1596.94,1726.91,1759.48,1678.48,2011.45,1725.47
04/07/2020 20:30,1580.77,1727.61,1752.63,1693.93,2011.45,1730.24
04/07/2020 20:45,1565.8,1723.14,1756.14,1684.18,2011.45,1732
04/07/2020 21:00,1559.14,1721.25,1764.41,1674.42,2011.45,1724.61
04/07/2020 21:15,1570.27,1720.82,1765.79,1681.52,2011.45,1726.57
04/07/2020 21:30,1561.03,1718.89,1758.9,1681.74,2011.45,1716.52
04/07/2020 21:45,1555.37,1718.77,1762.96,1699.64,2011.45,1732.12
04/07/2020 22:00,1538.14,1723.66,1741.96,1696.22,2011.45,1726.74
04/07/2020 22:15,1537.25,1719.38,1741.12,1701.07,2011.45,1723.77
04/07/2020 22:30,1557.64,1722.8,1746.37,1705.43,2011.45,1713.75
04/07/2020 22:45,1536.45,1723.68,1756.24,1708.15,2011.45,1715.25
04/07/2020 23:00,1531.08,1707.15,1751.13,1702.63,2011.45,1718.01
04/07/2020 23:15,1519.24,1709.47,1756.02,1700.16,2011.45,1718.65
04/07/2020 23:30,1515.64,1717.47,1758.43,1719.01,2011.45,1719.42
04/07/2020 23:45,1513.18,1715.44,1761.42,1732.26,2011.45,1717.93
05/07/2020 00:00,1604.13,1733.39,1765.95,1731.29,2011.45,1725.33
05/07/2020 00:15,1599.38,1739.84,1756.24,1745.34,2011.45,1722.08
05/07/2020 00:30,1592.08,1738.54,1755.88,1747.66,2011.45,1722.57
05/07/2020 00:45,1594.53,1733.73,1765.55,1745.32,2011.45,1717.88
05/07/2020 01:00,1585.85,1737.14,1758.54,1749.09,2011.45,1714.1
05/07/2020 01:15,1582.92,1738.01,1759.78,1746.91,2011.45,1725.42
05/07/2020 01:30,1565.32,1741.1,1753.64,1741.18,2011.45,1727.06
05/07/2020 01:45,1565.23,1735.75,1748.81,1728.02,2011.45,1727.26
05/07/2020 02:00,1543.66,1739.62,1762.08,1710.18,2011.45,1721.53
05/07/2020 02:15,1543.62,1746.79,1776.25,1720.94,2011.45,1721.56
05/07/2020 02:30,1525.76,1742.6,1771.51,1704.11,2011.45,1726.19
05/07/2020 02:45,1520.88,1741.65,1751.03,1706.57,2011.45,1719.49
05/07/2020 03:00,1522.34,1737.09,1780.3,1717.68,2011.45,1728.47
05/07/2020 03:15,1500.9,1744.54,1770.81,1572.67,2011.45,1723.87
05/07/2020 03:30,1490.11,1739.3,1772.74,1556.74,2011.45,1724.54
05/07/2020 03:45,1472.85,1747.32,1759.85,1546.42,2011.45,1730.86
05/07/2020 04:00,1455.82,1743.15,1770.2,1549.39,2011.45,1730.6
05/07/2020 04:15,1443.9,1747.6,1758.41,1563.29,2011.45,1724.65
05/07/2020 04:30,1432.58,1744.18,1769.32,1583.88,2011.45,1724.89
05/07/2020 04:45,1398.72,1739.98,1764.47,1585.2,2011.45,1735.03
05/07/2020 05:00,1386.54,1744.02,1768.75,1579,2011.45,1736.35
05/07/2020 05:15,1357.95,1744.68,1769.56,1502.32,2011.45,1735.12
05/07/2020 05:30,1308.68,1744.71,1775.94,1499.35,2011.45,1729.28
05/07/2020 05:45,1288.92,1738.48,1766.98,1495.2,2011.45,1740.04
05/07/2020 06:00,1258.34,1751.45,1780,1477.3,2011.45,1728.94
05/07/2020 06:15,1231.99,1749.52,1779.38,1500.61,2011.45,1742.04
05/07/2020 06:30,1196.67,1751.38,1778.9,1492.28,2011.45,1745.38
05/07/2020 06:45,1179.95,1750.83,1777.81,1519.31,2011.45,1742.72
05/07/2020 07:00,1128.06,1742.85,1778.23,1521.32,2011.45,1740.76
05/07/2020 07:15,1099.49,1746,1774.04,1630.5,2011.45,1747.58
05/07/2020 07:30,1083.99,1753.94,1773.31,1619.01,2011.45,1752.95
05/07/2020 07:45,1076.77,1752.4,1773.77,1589.15,2011.45,1751.38
05/07/2020 08:00,1069.11,1756.19,1778.15,1595.88,2011.45,1751.28
